,model,param,mae_avg,mse_avg,mape_avg,mvp_avg,top3_order_avg,top3_coverage_avg,mvp_in_top3_avg,mvp_in_top5_avg
67,SVR,"{'kernel': 'poly', 'degree': 5, 'C': 1}",0.2303694947912811,0.14689441486180402,1.3153110886068056,0.3684210526315789,0.02631578947368421,0.5350877192982456,0.7368421052631579,0.8421052631578947
68,SVR,"{'kernel': 'poly', 'degree': 5, 'C': 10}",0.32002795971006986,0.7677890436514708,2.107590179723191,0.3157894736842105,0.0,0.47368421052631576,0.7105263157894737,0.8157894736842105
69,SVR,"{'kernel': 'poly', 'degree': 5, 'C': 100}",0.36722391710176705,0.9073094042817892,2.4678329188726678,0.23684210526315788,0.02631578947368421,0.4912280701754386,0.6052631578947368,0.8157894736842105
70,SVR,"{'kernel': 'poly', 'degree': 5, 'C': 1000}",0.3665198063082789,0.7797686145351153,2.465881071055623,0.23684210526315788,0.0,0.4912280701754386,0.6052631578947368,0.8157894736842105
71,RandomForestRegressor,"{'n_estimators': 50, 'criterion': 'mse', 'random_state': 221}",0.14214584549012663,0.034904300195557056,0.8241520170546176,0.42105263157894735,0.02631578947368421,0.649122807017544,0.8157894736842105,0.9210526315789473
72,RandomForestRegressor,"{'n_estimators': 50, 'criterion': 'mae', 'random_state': 221}",0.14487072725056652,0.03545529538233445,0.8664418882766469,0.4473684210526316,0.07894736842105263,0.6754385964912282,0.8157894736842105,0.9210526315789473
73,RandomForestRegressor,"{'n_estimators': 100, 'criterion': 'mse', 'random_state': 221}",0.14257816269985882,0.035084642668840905,0.8318890694119333,0.47368421052631576,0.02631578947368421,0.6842105263157896,0.868421052631579,0.9210526315789473
74,RandomForestRegressor,"{'n_estimators': 100, 'criterion': 'mae', 'random_state': 221}",0.14447049230343448,0.035212779931421787,0.8712111036646969,0.47368421052631576,0.02631578947368421,0.6754385964912282,0.8421052631578947,0.8947368421052632
75,RandomForestRegressor,"{'n_estimators': 200, 'criterion': 'mse', 'random_state': 221}",0.1424950854028246,0.03501837698152843,0.8339097607253535,0.4473684210526316,0.02631578947368421,0.6754385964912282,0.8421052631578947,0.9210526315789473
76,RandomForestRegressor,"{'n_estimators': 200, 'criterion': 'mae', 'random_state': 221}",0.14374070591203172,0.034596384810991275,0.865030634931274,0.4473684210526316,0.02631578947368421,0.6754385964912282,0.8421052631578947,0.9210526315789473
77,GradientBoostingRegressor,"{'learning_rate': 0.001, 'n_estimators': 10, 'random_state': 221}",0.2624941196683339,0.09193626593051485,1.6638133960730996,0.2631578947368421,0.05263157894736842,0.6578947368421053,0.8421052631578947,0.9210526315789473
78,GradientBoostingRegressor,"{'learning_rate': 0.001, 'n_estimators': 100, 'random_state': 221}",0.25041194466273786,0.08339324763457706,1.5897744315439897,0.3684210526315789,0.02631578947368421,0.649122807017544,0.8421052631578947,0.8947368421052632
79,GradientBoostingRegressor,"{'learning_rate': 0.001, 'n_estimators': 200, 'random_state': 221}",0.2387565375817303,0.0756252250054932,1.5167119339286677,0.42105263157894735,0.0,0.6315789473684212,0.8157894736842105,0.8947368421052632
80,GradientBoostingRegressor,"{'learning_rate': 0.01, 'n_estimators': 10, 'random_state': 221}",0.25040229493155103,0.08340149352740431,1.5892052414183429,0.3157894736842105,0.02631578947368421,0.649122807017544,0.8421052631578947,0.9210526315789473
81,GradientBoostingRegressor,"{'learning_rate': 0.01, 'n_estimators': 100, 'random_state': 221}",0.18423238499735362,0.04638087670582319,1.1486486855952103,0.47368421052631576,0.05263157894736842,0.6403508771929826,0.7894736842105263,0.8947368421052632
82,GradientBoostingRegressor,"{'learning_rate': 0.01, 'n_estimators': 200, 'random_state': 221}",0.15863122105413727,0.03826094705341733,0.9493176789007469,0.5,0.02631578947368421,0.6228070175438598,0.7894736842105263,0.8947368421052632
83,GradientBoostingRegressor,"{'learning_rate': 0.1, 'n_estimators': 10, 'random_state': 221}",0.18207783212319936,0.04588190665008974,1.1322909388608164,0.4473684210526316,0.05263157894736842,0.6403508771929826,0.7894736842105263,0.9210526315789473
84,GradientBoostingRegressor,"{'learning_rate': 0.1, 'n_estimators': 100, 'random_state': 221}",0.13643989333044837,0.03457404890884591,0.7634122459052503,0.4473684210526316,0.02631578947368421,0.6140350877192983,0.7368421052631579,0.8947368421052632
85,GradientBoostingRegressor,"{'learning_rate': 0.1, 'n_estimators': 200, 'random_state': 221}",0.1380911839595107,0.03510376440153375,0.7749827541061912,0.4473684210526316,0.0,0.6228070175438598,0.7894736842105263,0.9473684210526315
86,GradientBoostingRegressor,"{'learning_rate': 1, 'n_estimators': 10, 'random_state': 221}",0.1692151151649388,0.05464977697672588,0.9307700645127696,0.34210526315789475,0.0,0.56140350877193,0.7105263157894737,0.8421052631578947
87,GradientBoostingRegressor,"{'learning_rate': 1, 'n_estimators': 100, 'random_state': 221}",0.2161046233837002,0.08413478133088753,1.254023135789159,0.2894736842105263,0.0,0.4912280701754385,0.631578947368421,0.7894736842105263
88,GradientBoostingRegressor,"{'learning_rate': 1, 'n_estimators': 200, 'random_state': 221}",0.218976165988989,0.08617246858995331,1.2674538512722275,0.2894736842105263,0.0,0.4912280701754386,0.6052631578947368,0.8157894736842105
