pos,fg,fga,fg3,fg3a,fta,efg,tov,pf,per,ts_pct,usg_pct,ows,dws,obpm,dbpm,vorp,season,player,age,win_pct,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
PG,5.4,10,1.2,2.7,3.4,0.596,3,2.5,21.9,0.642,18.7,10.1,2.9,6,0.7,6.4,96,John Stockton,33,0.670731707,UTA,0,12,1130,0.011,82,35.5,14.7,2.8,11.2,1.7,0.2,0.538,0.422,0.83,13,0.214
PF,8.2,16.3,0.7,2.5,8,0.521,3.1,2.9,24.8,0.585,27.5,7,3.5,5,0.6,5.1,96,Charles Barkley,32,0.5,PHO,0,8,1130,0.007,71,37.1,23.2,11.6,3.7,1.6,0.8,0.5,0.28,0.777,10.5,0.191
PF,4.3,9.2,0.7,1.8,6.3,0.503,3.2,1.5,21.1,0.612,22.7,2.6,1.1,4.7,0.5,1.8,96,Magic Johnson,36,0.646341463,LAL,0,8,1130,0.007,32,29.9,14.6,5.7,6.9,0.8,0.4,0.466,0.379,0.856,3.6,0.181
C,8,15.4,0.1,0.4,10.2,0.527,3.7,3.5,22.7,0.584,28.1,4.4,5.5,2.2,2,4.2,96,Alonzo Mourning,25,0.512195122,MIA,0,6,1130,0.005,70,38.2,23.2,10.4,2.3,1,2.7,0.523,0.3,0.685,9.9,0.178
PF,2.3,4.8,0,0.4,1.7,0.485,2.2,3.1,13.6,0.501,10.3,1.7,4.6,-0.3,0.3,1.1,96,Dennis Rodman,34,0.87804878,CHI,0,4,1130,0.004,64,32.6,5.5,14.9,2.5,0.6,0.4,0.48,0.111,0.528,6.2,0.143
PG,6.8,14.6,1.2,3.1,5.1,0.507,1.9,1.9,25.2,0.573,27.6,9.5,3.1,6,1.5,6.2,96,Terrell Brandon,25,0.573170732,CLE,0,3,1130,0.003,75,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7,0.237
SG,7.5,16.9,2.8,6.4,6.1,0.529,2.7,2.9,19.2,0.591,26.9,7.2,2.1,3.9,-0.4,4.1,96,Mitch Richmond,30,0.475609756,SAC,0,3,1130,0.003,81,36.4,23.1,3.3,3.1,1.5,0.2,0.447,0.437,0.866,9.3,0.151
PF,10.5,19.2,0,0.2,8.4,0.55,2.8,2.6,28.9,0.6,32.7,11.6,5.1,7.1,1.2,7.7,97,Karl Malone,33,0.780487805,UTA,63,986,1150,0.857,82,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0,0.755,16.7,0.268
SG,11.2,23.1,1.4,3.6,7,0.516,2,1.9,27.8,0.567,33.2,13.3,5,7.8,1.1,8.6,97,Michael Jordan,33,0.841463415,CHI,52,957,1150,0.832,82,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3,0.283
SF,7.8,15.7,0.1,0.4,7.9,0.5,3.2,2.3,25.5,0.556,28.3,8.7,5.9,5.4,2.7,8,97,Grant Hill,24,0.658536585,DET,0,376,1150,0.327,80,39.3,21.4,9,7.3,1.8,0.6,0.496,0.303,0.711,14.6,0.223
PG,7.1,17.1,2.5,7.3,4.5,0.489,2.8,2,20.8,0.532,26.6,7.9,5,5.2,1,6.5,97,Tim Hardaway,30,0.743902439,MIA,0,238,1150,0.207,81,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,0.198
SF,9.1,19.2,2.6,5.6,6.8,0.546,2.2,2.4,19.7,0.605,26.9,9.6,1.2,3.9,-2.1,3.2,97,Glen Rice,29,0.658536585,CHH,0,134,1150,0.117,79,42.6,26.8,4,2,0.9,0.3,0.477,0.47,0.867,10.8,0.154
PG,8.6,18.1,1.5,4.6,4.3,0.517,2.6,2.5,21.8,0.545,26.4,8.2,4.7,4.4,1.1,6.1,97,Gary Payton,28,0.695121951,SEA,0,105,1150,0.091,82,39.2,21.8,4.6,7.1,2.4,0.2,0.476,0.313,0.715,12.9,0.193
C,9.3,18.3,0.1,0.2,5.7,0.512,3.6,3.2,22.7,0.558,30.4,3.5,5.6,1.5,2,4,97,Hakeem Olajuwon,34,0.695121951,HOU,0,95,1150,0.083,78,36.6,23.2,9.2,3,1.5,2.2,0.51,0.313,0.787,9.1,0.154
C,8.4,17.2,0,0.1,7.5,0.489,3.4,3.2,21.3,0.548,29.8,2.9,6.9,0.9,1.9,3.5,97,Patrick Ewing,34,0.695121951,NYK,0,57,1150,0.05,78,37,22.4,10.7,2,0.9,2.4,0.488,0.222,0.754,9.8,0.163
PF,5.9,11.3,0,0,5.9,0.525,2.3,2.8,18.9,0.585,17.6,8,3.3,2.6,0.8,4.3,97,Anthony Mason,30,0.658536585,CHH,0,7,1150,0.006,73,43.1,16.2,11.4,5.7,1,0.5,0.525,0.333,0.745,11.4,0.173
C,10.8,19.4,0,0.1,9.4,0.557,2.9,3.5,27.1,0.556,31.1,4.1,3.9,4.7,1.8,4.1,97,Shaquille O'Neal,24,0.682926829,LAL,0,7,1150,0.006,51,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0,0.484,8,0.197
SF,7.9,16.7,1.9,5.2,3.5,0.531,2.6,2.6,21.3,0.554,24.6,7.8,5.2,4.3,1.4,6.1,97,Scottie Pippen,31,0.841463415,CHI,0,6,1150,0.005,82,37.7,20.2,6.5,5.7,1.9,0.5,0.474,0.368,0.701,13.1,0.203
C,7.2,13.4,0,0.1,8.6,0.535,3.4,4.1,21.6,0.578,27.5,2.8,5.6,0.5,2.5,2.9,97,Alonzo Mourning,26,0.743902439,MIA,0,5,1150,0.004,66,35.2,19.8,9.9,1.6,0.8,2.9,0.534,0.111,0.642,8.4,0.174
C,4.8,9,0,0,5.4,0.527,2.3,3.1,19,0.584,17.4,4.7,6.6,0.3,2.4,3.5,97,Dikembe Mutombo,30,0.682926829,ATL,0,4,1150,0.003,80,37.2,13.3,11.6,1.4,0.6,3.3,0.527,0,0.705,11.3,0.183
SG,8.9,19.5,2.5,5.9,6.6,0.519,2.9,2.6,21.6,0.578,29.4,8.7,2.1,5.2,-0.6,5.2,97,Mitch Richmond,31,0.414634146,SAC,0,4,1150,0.003,81,38.6,25.9,3.9,4.2,1.5,0.3,0.454,0.428,0.861,10.8,0.166
PG,5.1,9.3,0.9,2.2,4,0.598,3,2.4,22.1,0.656,18.4,10,3.6,5.6,1,6.3,97,John Stockton,34,0.780487805,UTA,0,3,1150,0.003,82,35.3,14.4,2.8,10.5,2,0.2,0.548,0.422,0.846,13.6,0.226
PF,6.3,13.1,1.1,3.9,7.8,0.526,2.8,2.9,23,0.581,23.2,5.7,3.7,4.4,1.3,3.9,97,Charles Barkley,33,0.695121951,HOU,0,2,1150,0.002,53,37.9,19.2,13.5,4.7,1.3,0.5,0.484,0.283,0.694,9.4,0.224
PF,7.3,16.5,0.3,1.1,7,0.451,3.6,2.9,19,0.526,27.5,2.6,4.2,1.2,0.5,2.9,97,Tom Gugliotta,27,0.487804878,MIN,0,1,1150,0.001,81,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7,0.103
PG,8.2,19.8,2,6,7.2,0.467,4.4,3.1,18,0.513,28.9,3.1,1,2.5,-1.6,2.2,97,Allen Iverson,21,0.268292683,PHI,0,1,1150,0.001,76,40.1,23.5,4.1,7.5,2.1,0.3,0.416,0.341,0.702,4.1,0.065
PG,6.3,12.7,1.3,2.9,7.4,0.546,3.1,2,22.9,0.631,22.6,10.2,1.5,5.3,-0.3,4.7,97,Kevin Johnson,30,0.487804878,PHO,0,1,1150,0.001,70,38,20.1,3.6,9.3,1.5,0.2,0.496,0.441,0.852,11.7,0.211
SG,6.8,15.9,1.8,5.4,5.5,0.486,2.4,2.4,17.4,0.548,25,6.5,2.6,2.7,-1,2.7,97,Steve Smith,27,0.682926829,ATL,0,1,1150,0.001,72,39.1,20.1,3.3,4.2,0.9,0.3,0.429,0.335,0.847,9.1,0.154
SG,10.7,23.1,0.4,1.5,8.8,0.473,2.3,1.8,25.2,0.533,33.7,10.4,5.4,5.9,1,7.1,98,Michael Jordan,34,0.756097561,CHI,92,1084,1160,0.934,82,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238
PF,9.6,18.2,0,0.1,10.2,0.531,3,2.9,27.9,0.597,31.8,12.1,4.3,6.6,0.7,7.1,98,Karl Malone,34,0.756097561,UTA,20,842,1160,0.726,81,37.4,27,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259
PG,7.1,15.6,1.6,4.8,4.6,0.505,2.8,2.4,21.6,0.544,24.6,8.5,4,4.4,0.7,5.7,98,Gary Payton,29,0.743902439,SEA,3,431,1160,0.372,82,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,0.19
C,11.2,19.1,0,0,11.4,0.584,2.9,3.2,28.8,0.587,32.9,6.7,3.4,5.7,0.2,4.3,98,Shaquille O'Neal,25,0.743902439,LAL,1,311,1160,0.268,60,36.3,28.3,11.4,2.4,0.7,2.4,0.584,0,0.527,10.2,0.224
PF,8.6,15.7,0,0.1,5.9,0.549,3.4,3.1,22.6,0.577,26,5.6,7.2,2.5,2.1,5.4,98,Tim Duncan,21,0.682926829,SAS,0,148,1160,0.128,82,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0,0.662,12.8,0.192
PG,6.9,16,1.9,5.5,4.1,0.49,2.8,2.5,20.6,0.53,25.6,7.9,3.8,4.8,0.4,5.5,98,Tim Hardaway,31,0.670731707,MIA,0,71,1160,0.061,81,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,0.185
C,7.5,14.6,0,0.1,9,0.511,2.8,2.8,27.8,0.581,29.7,7.8,6,5.4,2.9,6.3,98,David Robinson,32,0.682926829,SAS,0,36,1160,0.031,73,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,0.269
C,7.7,14.2,0,0.1,6.4,0.543,2.1,3.4,20.4,0.564,24.7,6.9,3.5,1.9,-0.9,2.2,98,Vin Baker,26,0.743902439,SEA,0,24,1160,0.021,82,35.9,19.2,8,1.9,1.1,1,0.542,0.143,0.591,10.4,0.169
SF,7.6,16.8,0,0.3,8,0.453,3.5,2.4,21.2,0.52,27.3,5.2,5.1,3.3,1.5,5.6,98,Grant Hill,25,0.451219512,DET,0,23,1160,0.02,81,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,0.149
SF,7.2,16,1.4,4.4,4.4,0.491,2.5,2.6,20.4,0.533,24.4,3.7,3,3.3,1.6,2.9,98,Scottie Pippen,32,0.756097561,CHI,0,14,1160,0.012,44,37.5,19.1,5.2,5.8,1.8,1,0.447,0.318,0.777,6.6,0.193
SF,7.7,16.9,1.6,3.7,6.1,0.504,2.2,2.4,17.4,0.568,25.1,7.4,2,2.4,-1.6,2.4,98,Glen Rice,30,0.62195122,CHH,0,7,1160,0.006,82,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.849,9.3,0.136
PF,8.8,20.8,1.1,3.6,5.8,0.45,3.6,3.2,17.8,0.481,29.2,0.8,4,1.6,-1,2.2,98,Antoine Walker,21,0.43902439,BOS,0,6,1160,0.005,82,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07
PG,4.4,10.5,0.9,2.8,2.5,0.458,3.2,1.7,16.4,0.502,17.6,3.2,4.8,1.5,1.6,4,98,Jason Kidd,24,0.682926829,PHO,0,5,1160,0.004,82,38,11.6,6.2,9.1,2,0.3,0.416,0.313,0.799,8,0.123
PG,4.2,8,0.6,1.4,3.6,0.567,2.5,2.2,21.8,0.628,19.3,6.4,1.6,5.5,0.2,3.6,98,John Stockton,35,0.756097561,UTA,0,5,1160,0.004,64,29,12,2.6,8.5,1.4,0.2,0.528,0.429,0.827,8,0.206
SG,7.8,17.4,1.9,4.8,6.7,0.498,2.6,2.2,20.4,0.569,27.8,6.6,1.3,4.4,-0.8,3.7,98,Mitch Richmond,32,0.329268293,SAC,0,3,1160,0.003,70,36.7,23.2,3.3,4,1.3,0.2,0.445,0.389,0.864,7.9,0.148
SG,6.4,13.3,2,4.7,5.4,0.553,1.6,1.8,19.8,0.619,23.9,9.2,2.8,4.8,0.1,4.8,98,Reggie Miller,32,0.707317073,IND,0,2,1160,0.002,81,34.5,19.5,2.9,2.1,1,0.1,0.477,0.429,0.868,12,0.206
C,7,14.2,0,0,3.3,0.495,1.8,3.3,19.9,0.532,29.2,2.5,3.6,0.6,0.3,1.6,98,Rik Smits,31,0.707317073,IND,0,2,1160,0.002,73,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0,0.783,6.1,0.141
SF,8.2,18.4,1.1,3,5.1,0.477,2.7,2,19.3,0.522,25.7,5.5,2,3,-0.6,3.8,98,Michael Finley,24,0.243902439,DAL,0,1,1160,0.001,82,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.357,0.784,7.5,0.106
PG,6.4,14.9,0.2,0.6,6.5,0.439,3.5,2.4,19.6,0.501,23.7,5.1,3,2.8,0.1,3.7,98,Rod Strickland,31,0.512195122,WAS,0,1,1160,0.001,76,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129
PF,8,16.3,0,0,9.8,0.493,3.3,2.7,25.6,0.577,30.5,6.2,3.4,5.3,1.4,4,99,Karl Malone,35,0.74,UTA,44,827,1180,0.701,49,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0,0.788,9.6,0.252
C,7,13.8,0,0,9.2,0.511,3,3.5,24.6,0.563,27.1,4,3.9,2.7,2.3,3.1,99,Alonzo Mourning,28,0.66,MIA,36,773,1180,0.655,46,38.1,20.1,11,1.6,0.7,3.9,0.511,0,0.652,7.9,0.216
PF,8.4,16.9,0,0.1,7.2,0.495,2.9,2.9,23.2,0.541,27.2,4,4.7,2.7,1.8,3.2,99,Tim Duncan,22,0.74,SAS,30,740,1180,0.627,50,39.3,21.7,11.4,2.4,0.9,2.5,0.495,0.143,0.69,8.7,0.213
SG,9.1,22,1.2,4.1,9.9,0.439,3.5,2,22.2,0.508,32.6,4.3,2.9,5.1,0.6,3.9,99,Allen Iverson,23,0.56,PHI,5,319,1180,0.27,48,41.5,26.8,4.9,4.6,2.3,0.1,0.412,0.291,0.751,7.2,0.173
PG,6.2,14,0.9,2.5,4.8,0.476,3,2.2,22.5,0.527,21.4,5.8,2.3,4.4,1.1,3.9,99,Jason Kidd,25,0.54,PHO,2,159,1180,0.135,50,41.2,16.9,6.8,10.8,2.3,0.4,0.444,0.366,0.757,8.1,0.188
C,10.4,18.1,0,0,10.2,0.576,2.5,3.2,30.6,0.584,32.4,7.2,1.9,7.5,-0.4,3.9,99,Shaquille O'Neal,26,0.62,LAL,1,89,1180,0.075,49,34.8,26.3,10.7,2.3,0.7,1.7,0.576,0,0.54,9,0.255
PF,9,18.5,0.1,0.8,4.1,0.488,3.5,3.5,19.5,0.491,24.9,1,2.7,0.8,1.1,1.7,99,Chris Webber,25,0.54,SAC,0,51,1180,0.043,42,40.9,20,13,4.1,1.4,2.1,0.486,0.118,0.454,3.6,0.102
SF,7.7,16,0,0.3,7.6,0.479,3.7,2.3,23.9,0.543,29.6,4.5,2.8,4.8,1.4,3.8,99,Grant Hill,26,0.58,DET,0,39,1180,0.033,50,37,21.1,7.1,6,1.6,0.5,0.479,0,0.752,7.3,0.189
PG,8,18.5,1.7,5.6,5.5,0.479,3.1,2.3,23.1,0.519,27.1,6,1.2,5.1,0,3.6,99,Gary Payton,30,0.5,SEA,0,35,1180,0.03,50,40.2,21.7,4.9,8.7,2.2,0.2,0.434,0.295,0.721,7.2,0.172
PF,8.8,19.1,0.1,0.3,4.4,0.462,2.9,3.2,22.4,0.493,27.8,2.4,3,3.6,1.7,3.3,99,Kevin Garnett,22,0.5,MIN,0,9,1180,0.008,47,37.9,20.8,10.4,4.3,1.7,1.8,0.46,0.286,0.704,5.4,0.146
PF,6.6,13.7,0,0,9.3,0.483,3,3.8,23.6,0.578,28.9,4.2,2.1,3.8,0.4,2.3,99,Shawn Kemp,29,0.44,CLE,0,7,1180,0.006,42,35.1,20.5,9.2,2.4,1.1,1.1,0.482,0.5,0.789,6.3,0.205
C,5.5,10.8,0,0,7.4,0.509,2.2,2.9,24.9,0.564,23.8,4,4.4,3.2,3.5,3.4,99,David Robinson,33,0.74,SAS,0,6,1180,0.005,49,31.7,15.8,10,2.1,1.4,2.4,0.509,0,0.658,8.4,0.261
C,7.5,14.5,0.1,0.3,5.4,0.517,2.8,3.2,23.1,0.559,25.9,3.2,3.3,1.4,1.8,2.3,99,Hakeem Olajuwon,36,0.62,HOU,0,3,1180,0.003,50,35.7,18.9,9.6,1.8,1.6,2.5,0.514,0.308,0.717,6.5,0.175
C,4.6,9.6,0.1,0.5,3.5,0.493,1.7,2.9,20.4,0.546,21.7,3,2.9,1.8,2.4,2.1,99,Arvydas Sabonis,34,0.7,POR,0,3,1180,0.003,50,27,12.1,7.9,2.4,0.7,1.3,0.485,0.292,0.771,5.8,0.207
PG,4.6,10.4,1.4,3.8,3.6,0.507,3.2,1.8,22.2,0.575,22.9,3.8,2.7,4.2,2.4,3.3,99,Darrell Armstrong,30,0.66,ORL,0,2,1180,0.002,50,30,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205
SF,6.9,15.3,0.4,1.3,5.4,0.463,2.2,2.8,19.6,0.516,25.6,3.6,1.4,3.1,-0.4,2.1,99,Vince Carter,22,0.46,TOR,0,1,1180,0.001,50,35.2,18.3,5.7,3,1.1,1.5,0.45,0.288,0.761,5,0.136
SG,6,14.3,0.8,2.8,4.2,0.448,3,2.2,16.7,0.488,22.4,1.6,3.4,0.8,2,2.3,99,Anfernee Hardaway,27,0.66,ORL,0,1,1180,0.001,50,38.9,15.8,5.7,5.3,2.2,0.5,0.42,0.286,0.706,5,0.122
PG,2.8,6.7,0.7,2.1,1.6,0.468,2,1.2,17.9,0.513,16,3,0.9,3.7,-0.7,1.8,99,Mark Jackson,33,0.66,IND,0,1,1180,0.001,49,28.2,7.6,3.8,7.9,0.9,0.1,0.419,0.311,0.823,3.8,0.134
SF,7.4,16.1,0.7,1.7,3.4,0.479,2.3,2.4,19.7,0.523,28.2,2.5,1.5,2.7,-0.8,1.5,99,Glenn Robinson,26,0.56,MIL,0,1,1180,0.001,47,33.6,18.4,5.9,2.1,1,0.9,0.459,0.392,0.87,4,0.122
SG,6,15,1.3,3.9,6.3,0.445,2.8,2.8,17.9,0.526,26.4,2.7,1.7,2.9,0.2,1.7,99,Steve Smith,29,0.62,ATL,0,1,1180,0.001,36,36.5,18.7,4.2,3.3,1,0.3,0.402,0.338,0.849,4.4,0.162
PF,4.9,9.7,0.3,0.6,3.7,0.522,1.6,3.6,16.7,0.566,20.5,2.6,2.4,0.2,1.8,1.4,99,Rasheed Wallace,24,0.7,POR,0,1,1180,0.001,49,28.9,12.8,4.9,1.2,1,1.1,0.508,0.419,0.732,5,0.169
C,12.1,21.1,0,0,10.4,0.574,2.8,3.2,30.6,0.578,31.2,11.7,7,7.3,2,9,00,Shaquille O'Neal,27,0.817073171,LAL,120,1207,1210,0.998,79,40,29.7,13.6,3.8,0.5,3,0.574,0,0.524,18.6,0.283
PF,9.4,18.8,0.4,1,5,0.507,3.3,2.5,23.6,0.545,27.4,6.1,5.6,4.6,1.7,6.8,00,Kevin Garnett,23,0.609756098,MIN,0,408,1210,0.337,81,40,22.9,11.8,5,1.5,1.6,0.497,0.37,0.765,11.6,0.172
C,8.3,15,0,0.1,7.4,0.551,2.7,3.9,25.8,0.596,28.1,7.3,5.6,3.1,2.2,5,00,Alonzo Mourning,29,0.634146341,MIA,0,367,1210,0.303,79,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0,0.711,12.9,0.226
PF,9.2,18,0,0.1,9,0.51,2.8,2.8,27.1,0.582,31.9,10.7,4.5,6.4,1.1,7.1,00,Karl Malone,36,0.670731707,UTA,0,312,1210,0.258,82,35.9,25.5,9.5,3.7,1,0.9,0.509,0.25,0.797,15.3,0.249
PF,8.5,17.3,0,0.1,8.1,0.491,3.3,2.8,24.8,0.555,28.7,6.7,6.4,3.8,1.8,5.5,00,Tim Duncan,23,0.646341463,SAS,0,248,1210,0.205,74,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13,0.218
PG,9.1,20.3,2.2,6.3,5.2,0.502,2.7,2.2,23.6,0.535,26.8,10.5,3.5,5.8,0.7,7.3,00,Gary Payton,31,0.548780488,SEA,0,180,1210,0.149,82,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195
SG,10.4,24.8,1.3,3.7,8.9,0.446,3.3,2.3,20,0.496,34.4,3.3,3.6,3.4,-0.2,3.8,00,Allen Iverson,24,0.597560976,PHI,1,132,1210,0.109,70,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116
SF,9.4,19.2,0.5,1.3,8.2,0.501,3.2,2.6,24.5,0.565,30.5,8.1,2.6,5.4,0.1,5.2,00,Grant Hill,27,0.512195122,DET,0,113,1210,0.093,74,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185
PF,10,20.6,0.4,1.3,5.5,0.492,2.9,3.5,23.4,0.53,28.2,5.7,5,3.6,2.1,5.6,00,Chris Webber,26,0.536585366,SAC,0,96,1210,0.079,75,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179
SF,9.6,20.7,1.2,2.9,6.7,0.493,2.2,3.2,23.4,0.543,30,9.1,2.7,5.6,-0.1,5.9,00,Vince Carter,23,0.548780488,TOR,0,51,1210,0.042,82,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182
PG,5.2,12.8,0.8,2.5,3.7,0.442,3.4,2.2,18.4,0.498,20,3.7,4.8,2.3,2,4.2,00,Jason Kidd,26,0.646341463,PHO,0,25,1210,0.021,67,39,14.3,7.2,10.1,2,0.4,0.409,0.337,0.829,8.5,0.156
SG,8.4,17.9,0.7,2.2,6.1,0.488,2.8,3.3,21.7,0.546,26.8,6.1,4.5,3.5,1.6,4.5,00,Kobe Bryant,21,0.817073171,LAL,0,3,1210,0.002,66,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202
PG,5.9,13.6,1.7,4.9,3,0.494,3,1.7,19.5,0.542,23.9,4.6,3.4,3.6,0.9,4.3,00,Darrell Armstrong,31,0.5,ORL,0,1,1210,0.001,82,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.911,8,0.149
SF,9.1,20,1.2,3,3.9,0.487,2.4,2.1,19.2,0.522,25.1,6.4,1.9,3,-0.9,3.6,00,Michael Finley,26,0.487804878,DAL,0,1,1210,0.001,82,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114
SG,5.8,12.9,2,5,5,0.527,1.6,1.6,17.3,0.603,20.5,8,2,3,-0.3,3.6,00,Reggie Miller,34,0.682926829,IND,0,1,1210,0.001,81,36.9,18.1,3,2.3,1,0.3,0.448,0.408,0.919,10.1,0.162
SF,7,15,1,2.5,3.8,0.503,2.4,2.9,16.7,0.547,23.2,4.4,2.9,1.2,0.2,2.5,00,Jalen Rose,27,0.682926829,IND,0,1,1210,0.001,80,37.2,18.2,4.8,4,1.1,0.6,0.471,0.393,0.827,7.3,0.118
SG,10.7,25.5,1.4,4.3,10.1,0.447,3.3,2.1,24,0.518,35.9,7.3,4.5,5,1.1,6.1,01,Allen Iverson,25,0.682926829,PHI,93,1121,1240,0.904,71,42,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19
PF,8.6,17.1,0.1,0.3,8.1,0.502,3,3,23.8,0.536,28.7,6.2,7.1,2.9,1.8,5.4,01,Tim Duncan,24,0.707317073,SAS,18,706,1240,0.569,82,38.7,22.2,12.2,3,0.9,2.3,0.499,0.259,0.618,13.2,0.2
C,11,19.2,0,0,13.1,0.572,2.9,3.5,30.2,0.574,31.6,11.1,3.9,7,0.7,7.1,01,Shaquille O'Neal,28,0.682926829,LAL,7,578,1240,0.466,74,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0,0.513,14.9,0.245
PF,11.2,23.4,0,0.4,6.6,0.481,2.8,3.2,24.7,0.516,31.6,5.8,5.2,4,1.4,5.3,01,Chris Webber,27,0.670731707,SAC,5,521,1240,0.42,70,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11,0.186
PF,8.7,18.2,0.2,0.8,5.8,0.484,2.8,2.5,23.9,0.531,27,7,4.8,4.5,1.4,6.4,01,Kevin Garnett,24,0.573170732,MIN,1,151,1240,0.122,81,39.5,22,11.4,5,1.4,1.8,0.477,0.288,0.764,11.8,0.176
SG,10.2,22.4,0.8,2.2,7.6,0.474,2.6,2.1,24.9,0.521,31.2,8.3,3.9,6.5,0.5,7,01,Tracy McGrady,21,0.524390244,ORL,0,64,1240,0.052,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189
PF,8.3,16.6,0,0.1,8.3,0.499,3,2.7,24.7,0.572,30,9.1,4,5.5,1.1,6.3,01,Karl Malone,37,0.646341463,UTA,0,21,1240,0.017,81,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217
PG,5.9,14.2,0.9,3,5.2,0.443,3.7,2.2,19.4,0.51,22.7,4.2,5.4,2.4,1.7,4.8,01,Jason Kidd,27,0.62195122,PHO,0,18,1240,0.015,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15
SG,10.3,22.2,0.9,2.9,8.2,0.484,3.2,3.3,24.5,0.552,31.8,9.2,2.2,5.1,-0.3,4.7,01,Kobe Bryant,22,0.682926829,LAL,0,11,1240,0.009,68,40.9,28.5,5.9,5,1.7,0.6,0.464,0.305,0.853,11.3,0.196
C,5,10.3,0,0,5.9,0.486,1.5,2.7,23.7,0.559,22.8,6.4,5.7,2.5,2.7,4.3,01,David Robinson,35,0.707317073,SAS,0,8,1240,0.006,80,29.6,14.4,8.6,1.5,1,2.5,0.486,0,0.747,12.1,0.246
SG,7.7,16,2.5,5.7,4.8,0.557,2.5,2.3,22.9,0.61,24.4,11.5,2.2,5.7,-0.3,5.9,01,Ray Allen,25,0.634146341,MIL,0,7,1240,0.006,82,38.2,22,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211
SF,10.2,22.1,2.2,5.3,6.7,0.509,2.2,2.7,25,0.551,30.7,10.3,2.6,7.6,0.1,7.2,01,Vince Carter,24,0.573170732,TOR,0,7,1240,0.006,75,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208
SF,8.4,18.5,1.8,4.7,9,0.503,3.2,3.1,22.3,0.563,30.6,6.9,3.5,4.5,-0.1,5,01,Paul Pierce,23,0.43902439,BOS,0,5,1240,0.004,82,38,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16
SG,9.7,24.1,2.1,5.9,10.1,0.445,4.1,2,21.8,0.521,35.2,6.6,2.6,5.8,-0.7,5.8,01,Jerry Stackhouse,26,0.390243902,DET,0,3,1240,0.002,80,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137
SF,8.7,18.9,1.1,3.2,4,0.487,2.3,2.1,18.2,0.521,24.9,5.6,2.9,2.4,-0.5,3.4,01,Michael Finley,27,0.646341463,DAL,0,1,1240,0.001,82,42,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119
