pos,fg,fga,fg3,fg3a,fta,efg,tov,pf,per,ts_pct,usg_pct,ows,dws,obpm,dbpm,vorp,season,player,age,win_pct,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
PF,7.9,15.9,1.6,4.1,4.7,0.549,1.5,2.1,23.6,0.603,26.9,8.6,2.3,5,0,4.7,14,Dirk Nowitzki,35,0.597560976,DAL,0,7,1250,0.006,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199
PF,9.6,21.3,2.2,5.4,7,0.503,2.6,2.9,24.4,0.561,32.4,8.1,2.5,5.8,-0.8,5.3,14,Carmelo Anthony,29,0.451219512,NYK,0,4,1250,0.003,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172
SG,7.3,14.4,1.6,3.9,5.5,0.561,2.8,2.7,21.4,0.604,24.5,8.4,2,4.1,-0.2,4,14,Goran Dragi??,27,0.585365854,PHO,0,3,1250,0.002,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186
PG,6.3,14.1,1.4,4,3.8,0.5,2.1,1.9,20,0.545,24.6,5.5,2.7,3.4,0.3,3.6,14,Mike Conley,26,0.609756098,MEM,0,1,1250,0.001,73,33.5,17.2,2.9,6,1.5,0.2,0.45,0.361,0.815,8.2,0.161
PG,8.2,16.8,3.6,8.1,4.2,0.594,3.1,2,28,0.638,28.9,11.5,4.1,8.2,1.7,7.9,15,Stephen Curry,26,0.817073171,GSW,100,1198,1300,0.922,80,32.7,23.8,4.3,7.7,2,0.2,0.487,0.443,0.914,15.7,0.288
SG,8,18.1,2.6,6.9,10.2,0.511,4,2.6,26.7,0.605,31.3,12.2,4.2,7,1.8,8.1,15,James Harden,25,0.682926829,HOU,25,936,1300,0.72,81,36.8,27.4,5.7,7,1.9,0.7,0.44,0.375,0.868,16.4,0.265
SF,9,18.5,1.7,4.9,7.7,0.535,3.9,2,25.9,0.577,32.3,7.4,2.9,6.1,1,5.7,15,LeBron James,30,0.646341463,CLE,5,552,1300,0.425,69,36.1,25.3,6,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199
PG,9.4,22,1.3,4.3,9.8,0.455,4.4,2.7,29.1,0.536,38.4,7.5,3.2,6.9,1.2,5.8,15,Russell Westbrook,26,0.548780488,OKC,0,352,1300,0.271,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222
PF,9.4,17.6,0,0.2,6.8,0.536,1.4,2.1,30.8,0.591,27.8,9.9,4.2,6.6,2.3,6.7,15,Anthony Davis,21,0.548780488,NOP,0,203,1300,0.156,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,0.274
PG,6.9,14.3,1.7,4.3,3.9,0.545,2.3,2.5,26,0.596,23.7,12.9,3.2,6.4,1.6,7.2,15,Chris Paul,29,0.682926829,LAC,0,124,1300,0.095,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27
PF,9.3,19.9,0.5,1.5,5.1,0.479,1.7,1.8,22.8,0.528,30.2,4.9,3.7,3.2,-0.3,3.1,15,LaMarcus Aldridge,29,0.62195122,POR,0,6,1300,0.005,71,35.4,23.4,10.2,1.7,0.7,1,0.466,0.352,0.845,8.6,0.165
C,6.5,13.2,0,0.2,5.4,0.496,2.2,2.6,21.7,0.558,24.6,5.5,4.7,2.7,2.4,4.8,15,Marc Gasol,30,0.670731707,MEM,0,3,1300,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182
PF,8.6,17.1,0.1,0.4,6.4,0.506,2.3,2.9,22.8,0.551,28.4,6.6,2.4,3.8,0.2,3.6,15,Blake Griffin,25,0.682926829,LAC,0,3,1300,0.002,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9,0.183
C,5.4,10.6,0,0.1,4,0.513,1.7,2.1,22.6,0.56,22.2,4.9,4.7,2.3,2.8,4,15,Tim Duncan,38,0.670731707,SAS,0,1,1300,0.001,77,28.9,13.9,9.1,3,0.8,2,0.512,0.286,0.74,9.6,0.207
SF,6.2,12.8,1,3,3.9,0.52,1.5,2,22,0.567,23,4.2,4.4,2.8,3.1,4.1,15,Kawhi Leonard,23,0.670731707,SAS,0,1,1300,0.001,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204
SG,7.8,16.9,3.1,7.1,3.3,0.555,1.9,1.6,20.8,0.591,27.6,5.7,3.1,4.5,-0.1,4,15,Klay Thompson,24,0.817073171,GSW,0,1,1300,0.001,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172
PG,10.2,20.2,5.1,11.2,5.1,0.63,3.3,2,31.5,0.669,32.6,13.8,4.1,10.3,1.6,9.5,16,Stephen Curry,27,0.890243902,GSW,131,1310,1310,1,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318
SF,7.7,15.1,1.8,4,4.6,0.565,1.5,1.8,26,0.616,25.8,8.3,5.5,6.1,3,6.7,16,Kawhi Leonard,24,0.817073171,SAS,0,634,1310,0.484,72,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277
SF,9.7,18.6,1.1,3.7,6.5,0.551,3.3,1.9,27.5,0.588,31.4,9.6,4,7,2,7.5,16,LeBron James,31,0.695121951,CLE,0,631,1310,0.482,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242
PG,8.2,18.1,1.3,4.3,7.2,0.489,4.3,2.5,27.6,0.554,31.6,10,4,6.4,1.4,6.8,16,Russell Westbrook,27,0.670731707,OKC,0,486,1310,0.371,80,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245
SF,9.7,19.2,2.6,6.7,6.9,0.573,3.5,1.9,28.2,0.634,30.6,11,3.5,8.4,1.6,7.8,16,Kevin Durant,27,0.670731707,OKC,0,147,1310,0.112,72,35.8,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,0.27
PG,7,15.1,1.6,4.4,4.4,0.517,2.6,2.5,26.2,0.575,27.1,9.2,3.5,5.9,2,6,16,Chris Paul,30,0.646341463,LAC,0,107,1310,0.082,74,32.7,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,0.253
PF,5,10.1,1.2,3.2,4.1,0.551,3.2,3,19.3,0.587,18.8,6,5.1,2.6,2.9,5.3,16,Draymond Green,25,0.890243902,GSW,0,50,1310,0.038,81,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19
PG,8.2,19.7,3.1,8.1,6.2,0.497,3.2,2.2,22.2,0.56,31.3,7.7,1.4,5.7,-1.3,4.3,16,Damian Lillard,25,0.536585366,POR,0,26,1310,0.02,75,35.7,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165
SG,8.7,19.7,2.9,8,10.2,0.512,4.6,2.8,25.3,0.598,32.5,10.7,2.6,6.4,0.2,6.8,16,James Harden,26,0.5,HOU,0,9,1310,0.007,82,38.1,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204
PG,6.6,15.6,2.8,7.1,6.4,0.516,2.9,2.7,22.2,0.578,26.1,8,3.7,4.7,1.1,5.7,16,Kyle Lowry,29,0.682926829,TOR,0,6,1310,0.005,77,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196
PG,10.2,24,2.5,7.2,10.4,0.476,5.4,2.3,30.6,0.554,41.7,8.5,4.6,8.7,2.4,9.3,17,Russell Westbrook,28,0.573170732,OKC,69,888,1010,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224
PG,8.3,18.9,3.2,9.3,10.9,0.525,5.7,2.7,27.4,0.613,34.2,11.5,3.6,7.5,1.2,8,17,James Harden,27,0.670731707,HOU,22,753,1010,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15,0.245
SF,8.6,17.7,2,5.2,7.2,0.541,2.1,1.6,27.6,0.61,31.1,8.9,4.7,7.1,2.2,7.1,17,Kawhi Leonard,25,0.743902439,SAS,9,500,1010,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264
SF,9.9,18.2,1.7,4.6,7.2,0.594,4.1,1.8,27,0.619,30,9.8,3,6.4,1.2,6.7,17,LeBron James,32,0.62195122,CLE,1,333,1010,0.33,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221
PG,9,19.4,3.2,8.5,8.5,0.546,2.8,2.2,26.5,0.625,34,10.9,1.6,7.8,-1.1,5.6,17,Isaiah Thomas,27,0.646341463,BOS,0,81,1010,0.08,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234
PG,8.5,18.3,4.1,10,4.6,0.58,3,2.3,24.6,0.624,30.1,8.7,3.9,6.7,0.3,5.9,17,Stephen Curry,28,0.817073171,GSW,0,52,1010,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229
SF,8.2,15.7,0.6,2.3,7.7,0.541,2.9,3.1,26.1,0.599,28.3,7.9,4.5,4.9,2.4,6.7,17,Giannis Antetokounmpo,22,0.512195122,MIL,0,7,1010,0.007,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21
PG,8.3,18.4,1.1,3.5,6.8,0.482,4.1,1.9,23.2,0.541,30.6,5.8,3,4.6,0.1,4.8,17,John Wall,26,0.597560976,WAS,0,7,1010,0.007,78,36.4,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149
C,10.3,20.3,0.5,1.8,8.6,0.518,2.4,2.2,27.5,0.58,32.6,5.9,5.1,4.4,1.4,5.4,17,Anthony Davis,23,0.414634146,NOP,0,2,1010,0.002,75,36.1,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11,0.195
PF,8.9,16.5,1.9,5,6.2,0.594,2.2,1.9,27.6,0.651,27.8,8,4,6.7,2.2,5.7,17,Kevin Durant,28,0.817073171,GSW,0,2,1010,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12,0.278
SG,9.7,20.9,0.4,1.7,8.7,0.477,2.4,1.8,24,0.552,34.3,6.7,2.4,4.1,-1,3.3,17,DeMar DeRozan,27,0.62195122,TOR,0,1,1010,0.001,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166
SG,9,20.1,3.7,10,10.1,0.541,4.4,2.3,29.8,0.619,36.1,11.6,3.8,8.5,1.4,7.7,18,James Harden,28,0.792682927,HOU,86,965,1010,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289
PF,10.5,19.3,1.8,5,6.5,0.59,4.2,1.7,28.6,0.621,31.6,11,3,7.3,1.4,8.2,18,LeBron James,33,0.609756098,CLE,15,738,1010,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,0.221
PF,10.4,19.5,0.7,2.2,8,0.552,2.2,2.1,28.9,0.612,30,8.8,4.9,5.3,1.4,5.9,18,Anthony Davis,24,0.585365854,NOP,0,445,1010,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241
PG,8.5,19.4,3.1,8.6,7.4,0.519,2.8,1.6,25.2,0.594,30.6,9.9,2.7,7,0.3,6.3,18,Damian Lillard,27,0.597560976,POR,0,207,1010,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227
PG,9.5,21.1,1.2,4.1,7.1,0.477,4.8,2.5,24.7,0.524,34.1,5.5,4.5,4.8,1.5,6.1,18,Russell Westbrook,29,0.585365854,OKC,0,76,1010,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166
PF,9.9,18.7,0.6,1.9,8.5,0.545,3,3.1,27.3,0.598,31.2,8.3,3.6,5.3,0.9,5.7,18,Giannis Antetokounmpo,23,0.536585366,MIL,0,75,1010,0.074,75,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207
SF,9.3,18,2.5,6.1,5.9,0.586,3,2,26,0.64,30.4,7.5,2.9,6.7,0.6,5.5,18,Kevin Durant,29,0.707317073,GSW,0,66,1010,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215
SG,8.1,17.7,1.1,3.6,7,0.488,2.2,1.9,21,0.555,29.6,6.8,2.8,3.3,-0.6,3.2,18,DeMar DeRozan,28,0.719512195,TOR,0,32,1010,0.032,80,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17
C,9.2,18,0.4,1.2,5.3,0.52,1.5,2.1,25,0.57,29.1,7.4,3.5,4.3,-0.4,3.7,18,LaMarcus Aldridge,32,0.573170732,SAS,0,6,1010,0.006,75,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209
SG,7.4,15.6,1.2,3.4,7.2,0.512,1.8,1.3,23.7,0.59,24.9,7.1,1.8,5,0.7,4.2,18,Jimmy Butler,28,0.573170732,MIN,0,5,1010,0.005,59,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198
PG,8.4,16.9,4.2,9.8,5.9,0.618,3,2.2,28.2,0.675,31,7.2,1.9,7.8,0,4,18,Stephen Curry,29,0.707317073,GSW,0,5,1010,0.005,51,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267
C,8.1,16.8,1,3.4,7.4,0.514,3.7,3.3,22.9,0.573,33.4,2.3,3.8,2,1.3,2.6,18,Joel Embiid,23,0.634146341,PHI,0,4,1010,0.004,63,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155
SG,8.5,17.9,2.1,5.8,4.9,0.537,2.9,2.3,23.1,0.577,30.1,4.3,4,4.1,1.7,5,18,Victor Oladipo,25,0.585365854,IND,0,2,1010,0.002,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155
PF,10,17.3,0.7,2.8,9.5,0.599,3.7,3.2,30.9,0.644,32.3,8.9,5.5,6.3,4.1,7.4,19,Giannis Antetokounmpo,24,0.731707317,MIL,78,941,1010,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292
PG,10.8,24.5,4.8,13.2,11,0.541,5,3.1,30.6,0.616,40.5,11.4,3.8,9.4,1.6,9.3,19,James Harden,29,0.646341463,HOU,23,776,1010,0.768,78,36.8,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254
SF,9.2,21,3.8,9.8,7,0.529,2.7,2.8,23.3,0.583,29.5,7,4.9,5.6,1.6,6.6,19,Paul George,28,0.597560976,OKC,0,356,1010,0.352,77,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201
C,7.7,15.1,1,3.4,4.4,0.545,3.1,2.9,26.3,0.589,27.4,7.5,4.3,6.2,2.9,7,19,Nikola Joki??,23,0.658536585,DEN,0,212,1010,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226
PG,9.2,19.4,5.1,11.7,4.2,0.604,2.8,2.4,24.4,0.641,30.4,7.2,2.5,7.1,-0.5,5.1,19,Stephen Curry,30,0.695121951,GSW,0,175,1010,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199
PG,8.5,19.2,3,8,6.4,0.522,2.7,1.9,23.7,0.588,29.3,9.7,2.4,6.6,-0.3,6,19,Damian Lillard,28,0.646341463,POR,0,69,1010,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205
C,9.1,18.7,1.2,4.1,10.1,0.517,3.5,3.3,26.1,0.593,33.3,4.9,3.8,4,0.9,3.8,19,Joel Embiid,24,0.62195122,PHI,0,49,1010,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194
SF,9.2,17.7,1.8,5,6.5,0.571,2.9,2,24.2,0.631,29,8.6,2.9,5.4,0.1,5.1,19,Kevin Durant,30,0.695121951,GSW,0,25,1010,0.025,78,34.6,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204
SF,9.3,18.8,1.9,5,7.1,0.546,2,1.5,25.8,0.606,30.3,6.1,3.4,6.1,1.1,4.7,19,Kawhi Leonard,27,0.707317073,TOR,0,13,1010,0.013,60,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224
PG,8.6,20.2,1.6,5.6,6.2,0.468,4.5,3.4,21.1,0.501,30.9,1.8,5,2.8,2.4,4.7,19,Russell Westbrook,30,0.597560976,OKC,0,8,1010,0.008,73,36,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124
C,5.9,8.8,0,0,6.4,0.669,1.6,2.9,24.6,0.682,17.8,8.7,5.7,3,2.5,4.8,19,Rudy Gobert,26,0.609756098,UTA,0,1,1010,0.001,81,31.8,15.9,12.9,2,0.8,2.3,0.669,0,0.636,14.4,0.268
SF,10.1,19.9,2,5.9,7.6,0.56,3.6,1.7,25.6,0.588,31.6,4.7,2.6,6.4,1.7,4.9,19,LeBron James,34,0.451219512,LAL,0,1,1010,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179
